event_timestamp,registration_timestamp,inapp_size
1615004716,1611518012,3
1615005586,1611518012,3
1611519214,1611518744,100
1617578679,1611519190,5
1617578111,1611519190,3
1611521669,1611519781,5
1611521725,1611519781,10
1611520732,1611519788,5
1611532940,1611519788,3
1611521182,1611519788,10
1611555394,1611519986,5
1611554773,1611519986,3
1611595894,1611520708,3
1611597231,1611520708,3
1611769503,1611521233,3
1615760810,1611521473,3
1615760876,1611521473,3
1611554812,1611521449,5
1619208118,1611522025,1
1615600817,1611522025,10
1611800833,1611522414,10
1611611141,1611522414,10
1611612342,1611522861,5
1611618776,1611522861,10
1611567405,1611526112,5
1612289738,1611526580,10
1612644639,1611527102,5
1616690179,1611528318,3
1611594039,1611528822,3
1615227475,1611529294,10
1611922227,1611529267,5
1611542403,1611530916,10
1611568384,1611530916,10
1611570436,1611530916,10
1611613888,1611530916,3
1611545310,1611530916,10
1611568386,1611530916,5
1611572626,1611530916,3
1611573448,1611530916,5
1611717458,1611530916,10
1611790426,1611530916,20
1611810800,1611530916,10
1611535497,1611533647,5
1610932658,1610149001,1
1611538223,1611536002,5
1611538172,1611536002,10
1619276133,1611537606,5
1612391310,1611538385,5
1612391519,1611538385,1
1615437283,1611538385,3
1611591405,1611539069,5
1611540444,1611539089,5
1611888906,1611539380,3
1617480511,1611539580,3
1613674867,1611540376,5
1613871124,1611540376,3
1613871035,1611540376,3
1611603708,1611540376,1
1611603734,1611540376,1
1613831047,1611540376,5
1611637713,1611540445,10
1612015229,1611540445,10
1611636563,1611540445,3
1611637577,1611540445,10
1611670408,1611540445,5
1611677869,1611540445,3
1611578446,1611540445,5
1611582100,1611540445,3
1611676632,1611540445,20
1611694990,1611540445,5
1617105039,1611540445,5
1617149649,1611540445,5
1616248771,1611541440,3
1616859478,1611541440,5
1611606815,1611541769,1
1614650415,1611542848,5
1611543893,1611543199,1
1615266116,1611546302,5
1616478001,1611546302,5
1617063254,1611546302,3
1617510650,1611546302,3
1617748142,1611546302,1
1617510714,1611546302,5
1615266171,1611546302,1
1616478053,1611546302,3
1617687671,1611546302,10
1611548950,1611547328,5
1611616393,1611547328,3
1611650476,1611547328,10
1611650584,1611547328,5
1611651000,1611547328,10
1611651569,1611547328,10
1611550174,1611547328,5
1611658052,1611547328,20
1611658123,1611547328,3
1611687876,1611547328,1
1614253650,1611547301,10
1611565155,1611550453,1
1616648531,1611550380,20
1612999794,1611551405,5
1618916127,1611554855,10
1618915958,1611554855,5
1618995619,1611554855,3
1619003284,1611554855,10
1619003748,1611554855,3
1612558832,1611555520,5
1611763760,1611555520,3
1611560080,1611557768,3
1611560210,1611557768,5
1611559954,1611557768,5
1611560470,1611557768,10
1611561538,1611557768,10
1611641662,1611557768,1
1611646193,1611558724,5
1611665526,1611558724,1
1611558860,1611558724,5
1611591021,1611558724,5
1617058650,1611558894,10
1617058734,1611558894,3
1617672401,1611558894,10
1617674103,1611558894,3
1612603499,1611560209,10
1612603588,1611560209,5
1611776178,1611561206,5
1619094643,1611561206,5
1611935761,1611561672,3
1611758799,1611563480,3
1611595067,1611563560,3
1612117929,1611568357,3
1612116464,1611568357,3
1612802058,1611568465,5
1612936571,1611568465,5
1612801665,1611568465,5
1618989523,1611568556,1
1611674818,1611573316,3
1611681156,1611573316,3
1611933984,1611573642,3
1612029410,1611573642,3
1611950549,1611574099,1
1611949912,1611574099,10
1619235311,1611578243,1
1619342056,1611578595,3
1611581671,1611578945,10
1611659794,1611578945,5
1611659942,1611578945,20
1611660139,1611578945,3
1611659755,1611578945,5
1611659771,1611578945,3
1611659878,1611578945,20
1611660071,1611578945,20
1611660153,1611578945,3
1612145671,1611582961,3
1611634507,1611583996,5
1611668544,1611583996,3
1611692413,1611583996,10
1611692498,1611583996,10
1614292234,1611583996,5
1611668477,1611583996,3
1611671316,1611583996,10
1611585704,1611584600,5
1612112613,1611584918,3
1611799799,1611585316,3
1611933806,1611585316,1
1611698984,1611585316,5
1611681553,1611587400,3
1615230847,1611587909,3
1615230979,1611587909,5
1612261023,1611587909,1
1612261062,1611587909,1
1615231267,1611587909,5
1617891249,1611587856,3
1611823114,1611588165,3
1611593338,1611589126,10
1612630108,1611592405,3
1612631547,1611592405,20
1612629096,1611592405,1
1612630357,1611592405,20
1612630693,1611592405,10
1612631583,1611592405,1
1612631638,1611592405,10
1612408114,1611593095,1
1612402569,1611593095,5
1612553377,1611593539,3
1611621385,1611596696,1
1611599171,1611596696,1
1611599912,1611598486,5
1612116832,1611598854,1
1612103457,1611599508,3
1612103512,1611599508,3
1613834644,1611599508,10
1613472951,1611599508,10
1613935120,1611599508,10
1615051037,1611599508,20
1618066679,1611599508,5
1618842949,1611599508,10
1618842977,1611599508,5
1618843048,1611599508,3
1618066625,1611599508,5
1614684651,1611599382,10
1611610781,1611601289,5
1611666439,1611603985,3
1611758719,1611604135,3
1611606433,1611606261,1
1611606451,1611606261,1
1611607105,1611606261,1
1611606408,1611606261,1
1614433326,1611608766,3
1614433326,1611608766,5
1616039931,1611608766,10
1615364066,1611608766,5
1615967080,1611608766,3
1616198430,1611608766,5
1616245809,1611608766,3
1614436236,1611608766,5
1616244585,1611608766,10
1616255249,1611608766,5
1611951922,1611612159,10
1612045922,1611612371,3
1617926459,1611613576,3
1617926544,1611613576,1
1618169558,1611613576,5
1618868167,1611613576,10
1616968624,1611613576,5
1617926390,1611613576,10
1618169350,1611613576,5
1618870680,1611613576,3
1611944203,1611614229,1
1611948776,1611614229,1
1613767936,1611615392,1
1611766460,1611616709,3
1611718234,1611616709,10
1611719101,1611616709,10
1611807651,1611616709,3
1611805342,1611616709,3
1612303440,1611616709,1
1611675851,1611616921,10
1611674673,1611616921,10
1612830189,1611616921,20
1611674451,1611616921,5
1612909417,1611616921,20
1615927959,1611617114,3
1612760722,1611618137,3
1612762670,1611618137,1
1611702342,1611618722,10
1616085788,1611618866,1
1616074780,1611618866,3
1614466805,1611619492,5
1612734523,1611619492,5
1611771779,1611619492,3
1612395959,1611619492,5
1612587649,1611619492,5
1614386629,1611619492,5
1614386695,1611619492,5
1614900212,1611619492,10
1612604977,1611621789,3
1611717867,1611621809,1
1611629313,1611622525,1
1611632965,1611625126,1
1611629981,1611627400,3
1618114037,1611628586,20
1618113928,1611628586,20
1612304880,1611630085,10
1614300098,1611630085,20
1617657954,1611630085,20
1610546064,1610526682,5
1611990009,1611630939,5
1612271452,1611630939,10
1613199503,1611630939,10
1613202004,1611630939,20
1612602035,1611630939,3
1613477356,1611630939,5
1613478399,1611630939,1
1614324434,1611630939,10
1614326249,1611630939,3
1614496965,1611630939,10
1614497172,1611630939,5
1613729231,1611630939,20
1613198136,1611630939,10
1613479380,1611630939,1
1614496935,1611630939,5
1616135846,1611630939,10
1616136014,1611630939,3
1614692451,1611630939,5
1615098964,1611630939,10
1615098982,1611630939,10
1615721024,1611630939,10
1616743908,1611630939,20
1617980118,1611630939,3
1618646937,1611630939,5
1615099163,1611630939,3
1615211859,1611630939,1
1615721115,1611630939,10
1615721346,1611630939,1
1615721364,1611630939,1
1616135882,1611630939,10
1616137356,1611630939,1
1616744019,1611630939,3
1618557824,1611630939,3
1619195208,1611630939,1
1617950622,1611630939,20
1618131719,1611630939,1
1618556818,1611630939,20
1618650498,1611630939,1
1619169031,1611630939,20
1611696447,1611632223,5
1611908434,1611635025,5
1612136949,1611635097,3
1612158061,1611635097,5
1612282230,1611637153,1
1612283793,1611637153,3
1612284499,1611637153,3
1612322417,1611637153,1
1615271462,1611639121,1
1612161208,1611639766,3
1612927718,1611640395,3
1612928506,1611640395,5
1613166034,1611640395,1
1613004072,1611640395,3
1613065531,1611640395,5
1613166683,1611640395,5
1613238050,1611640395,3
1612059297,1611642419,3
1612001745,1611643128,3
1611649585,1611646616,10
1611649633,1611646616,10
1611648006,1611646616,5
1611649806,1611646616,3
1611880247,1611646616,10
1612717461,1611647006,10
1613181297,1611647006,3
1612746551,1611647006,20
1613324064,1611647006,20
1613769268,1611647006,50
1613790940,1611647006,20
1611648478,1611647006,1
1613767367,1611647006,10
1613791108,1611647006,50
1610546572,1609940679,3
1610546601,1609940679,3
1610902231,1609940679,1
1611839270,1611654225,3
1611841468,1611654225,1
1612339024,1611655649,3
1611657109,1611656540,5
1611657164,1611656540,1
1611657208,1611656540,1
1612348649,1611657464,10
1612400035,1611657464,5
1612502961,1611657464,10
1612507089,1611657464,10
1611739222,1611657464,10
1612838336,1611657464,10
1612950749,1611657464,10
1613035881,1611657464,10
1613036158,1611657464,5
1612766943,1611657464,5
1615883135,1611657464,5
1615956486,1611657464,20
1616224256,1611657464,20
1614078144,1611657464,50
1614334715,1611657464,10
1612766629,1611657464,10
1613711261,1611657464,20
1613719820,1611657464,1
1613783829,1611657464,20
1614404188,1611657464,20
1614842467,1611657464,3
1615170833,1611657464,10
1615171077,1611657464,5
1615883096,1611657464,10
1616283572,1611657464,10
1616485428,1611657464,10
1614861568,1611657464,20
1615258913,1611657464,10
1615258976,1611657464,5
1612094413,1611659868,5
1612094400,1611659868,100
1612094428,1611659868,5
1612094445,1611659868,5
1612094487,1611659868,20
1612094502,1611659868,100
1612094570,1611659868,100
1611735805,1611660836,5
1611735887,1611660836,1
1612339308,1611660836,3
1611721994,1611660922,5
1611779603,1611662080,5
1613656981,1611662080,10
1613573344,1611662080,10
1610068224,1609459204,3
1609992676,1609459204,3
1609992694,1609459204,3
1609465864,1609459478,10
1610222723,1609459478,1
1609776994,1609460171,3
1609461504,1609460171,5
1610733009,1609460171,10
1611428374,1609460171,5
1609611283,1609460171,10
1610301034,1609460171,5
1610467279,1609460171,5
1614446570,1609460553,5
1614447681,1609460553,3
1609462432,1609460798,1
1610583176,1609461334,3
1609463314,1609461334,1
1609528936,1609461455,1
1609463025,1609461897,1
1609463116,1609461897,1
1619032495,1611667293,3
1618860876,1611667293,3
1619293976,1611667293,5
1611879772,1611668314,5
1612040523,1611668314,3
1609649657,1609463211,5
1609649688,1609463211,5
1609649715,1609463211,3
1609649634,1609463211,10
1609649732,1609463211,3
1609649673,1609463211,3
1611515949,1609463606,3
1611515903,1609463606,5
1612080444,1611669225,5
1613201086,1611669225,20
1613565619,1611669225,20
1613566170,1611669225,10
1613142032,1611669225,20
1613565652,1611669225,20
1613565938,1611669225,20
1612080485,1611669225,3
1612081377,1611669225,10
1612785999,1611669225,20
1609464066,1609463821,100
1609464073,1609463821,100
1611672194,1611669697,1
1613416917,1611669697,5
1615622688,1611669655,5
1609518661,1609464204,3
1609465154,1609464174,5
1609465211,1609464174,3
1609465320,1609464174,1
1610311662,1609464174,10
1609464266,1609464174,10
1609465305,1609464174,1
1612531294,1611669872,3
1612496615,1611669872,5
1612531329,1611669872,3
1612633613,1611669872,3
1611671940,1611669828,10
1609474617,1609464303,5
1616922012,1609464707,3
1616177109,1609465030,10
1616177175,1609465030,3
1616177292,1609465030,1
1616176635,1609465030,3
1616296106,1609465030,3
1616296216,1609465030,1
1611701339,1611670838,1
1614497088,1609465319,5
1611625127,1609465319,10
1611625341,1609465319,5
1612157384,1609465319,3
1612157341,1609465319,5
1616624948,1611671439,3
1613037416,1609465385,1
1613037386,1609465385,1
1610461566,1609466220,3
1610461591,1609466220,1
1618677954,1611672632,3
1618677698,1611672632,1
1611452664,1609466626,5
1611659231,1609466626,1
1611659273,1609466626,1
1611453342,1609466626,3
1611453367,1609466626,5
1611453439,1609466626,1
1611453465,1609466626,1
1611659138,1609466626,5
1616717466,1611673015,1
1616803833,1611673015,1
1617295249,1611673015,5
1618317606,1611673015,10
1618318907,1611673015,10
1617295164,1611673015,3
1617829886,1611673015,5
1618317573,1611673015,10
1618668805,1611673015,10
1618712208,1611673015,20
1617295753,1611673015,3
1618668885,1611673015,10
1618668913,1611673015,5
1612189481,1611673746,3
1609474352,1609467236,10
1609474441,1609467236,5
1615151825,1609467276,3
1609595380,1609467276,5
1610794640,1609467657,3
1610795113,1609467657,5
1610849714,1609467657,10
1611450769,1609467657,5
1612221826,1611675658,10
1611754613,1611675794,1
1614688957,1609469085,3
1614596104,1609469085,10
1611877444,1611676328,5
1616268233,1611676866,3
1616975365,1611676866,3
1616707011,1611676866,5
1616975300,1611676866,5
1616975861,1611676866,5
1618343230,1611676866,3
1618619442,1611676866,1
1618619465,1611676866,1
1618623592,1611676866,1
1617906622,1611676866,10
1617921918,1611676866,1
1617922366,1611676866,3
1617925848,1611676866,1
1618507984,1611676866,3
1617925824,1611676866,3
1618617815,1611676866,3
1618617875,1611676866,5
1618673357,1611676866,3
1618775249,1611676866,3
1611773677,1611677031,5
1609471880,1609470603,5
1609479910,1609470603,3
1609478258,1609470603,10
1609478961,1609470603,3
1616731092,1609470677,1
1616732431,1609470677,10
1616813119,1609470677,1
1616817469,1609470677,1
1614011700,1611678552,3
1612120311,1611678552,5
1612379355,1611678552,1
1614011734,1611678552,3
1614279746,1611678552,10
1614459294,1609470792,5
1614475650,1609470792,5
1614989315,1609470792,10
1616348784,1609470792,1
1609471322,1609470895,1
1609489573,1609470895,1
1609473677,1609471187,5
1609479690,1609471388,3
1612117154,1611679661,3
1612118284,1611679661,1
1612118558,1611679661,3
1612117190,1611679661,3
1612118773,1611679661,3
1609472880,1609471636,5
1610478140,1609471882,3
1610478189,1609471882,1
1610469651,1609471892,3
1609572443,1609471892,3
1617205890,1611680133,5
1609474217,1609472102,1
1613340090,1609472120,3
1611696785,1611681260,1
1611752351,1611681260,1
1614741256,1609473705,10
1609476762,1609474223,10
1609714429,1609474223,3
1609478418,1609474223,3
1609545437,1609474223,10
1609714745,1609474223,3
1609475367,1609474223,5
1609617445,1609474223,10
1609714321,1609474223,3
1609746200,1609474223,5
1609632258,1609474422,5
1615393600,1611683887,5
1615394297,1611683887,5
1609700222,1609475094,3
1612225956,1611684120,3
1612225610,1611684120,1
1609489100,1609475462,1
1610254296,1609476176,3
1610250136,1609476176,3
1609479833,1609476265,5
1609577304,1609476732,10
1609578576,1609476732,5
1610181122,1609476732,5
1610182151,1609476732,1
1610254053,1609476732,5
1613968227,1609476732,1
1609507469,1609476952,5
1611084027,1609476952,3
1611098833,1609476952,3
1611103626,1609476952,1
1611104255,1609476952,3
1611084067,1609476952,3
1611084694,1609476952,3
1611097405,1609476952,3
1611104392,1609476952,3
1611207786,1609476952,1
1611209068,1609476952,3
1611209479,1609476952,1
1611267469,1609476952,1
1611271170,1609476952,3
1609507750,1609476952,1
1611172748,1609476952,3
1611209990,1609476952,5
1611267357,1609476952,1
1611271152,1609476952,3
1611037034,1609476952,10
1611098883,1609476952,3
1611105533,1609476952,3
1611105574,1609476952,1
1611105677,1609476952,1
1611105883,1609476952,3
1611135406,1609476952,10
1611172573,1609476952,5
1611172599,1609476952,5
1611208364,1609476952,3
1611208996,1609476952,3
1611209455,1609476952,5
1609477879,1609477372,10
1609571446,1609477372,10
1609728274,1609477372,5
1609728427,1609477372,3
1609552776,1609477372,3
1609728399,1609477372,3
1611114189,1609477653,3
1611114532,1609477653,3
1611708873,1611687418,3
1611709601,1611687418,3
1611766322,1611687608,3
1611688839,1611687659,5
1611689203,1611687659,3
1611693967,1611687659,10
1611689134,1611687659,3
1611689394,1611687659,5
1611689523,1611687659,3
1612970266,1611687658,3
1612970853,1611687658,3
1612054527,1611687860,1
1611941280,1611689574,5
1614407225,1609479916,5
1611757371,1611690409,3
1616263802,1609480137,10
1616259011,1609480137,3
1613073771,1611690619,1
1616679295,1611691061,5
1616358570,1609480494,5
1616358649,1609480494,3
1611932857,1610871621,1
1609673219,1609480947,5
1612041666,1609481096,3
1612058354,1609481096,1
1612041623,1609481096,5
1612058316,1609481096,1
1612050734,1609481096,1
1613710197,1611691888,10
1614015255,1611691888,10
1614388492,1611691888,5
1613713021,1611691888,5
1614129411,1611691888,20
1614381555,1611691888,10
1617412088,1611691924,3
1617414903,1611691924,3
1617428687,1611691924,5
1617412341,1611691924,5
1617428747,1611691924,5
1609483215,1609482060,5
1609566488,1609482060,5
1609736014,1609482060,5
1609736102,1609482060,3
1609483703,1609482060,10
1609565978,1609482060,3
1609736949,1609482060,5
1609566086,1609482060,10
1609736270,1609482060,10
1612457234,1611694441,5
1611937426,1611694441,3
1612276046,1611694441,1
1609483188,1609482963,3
1609484058,1609482963,1
1610227713,1609482963,3
1610397374,1609482963,3
1609483268,1609482963,1
1609987784,1609482963,5
1609987822,1609482963,5
1609987882,1609482963,3
1610823469,1609482963,1
1609483219,1609482963,3
1609557246,1609482963,1
1609987946,1609482963,3
1610145769,1609482963,10
1610146755,1609482963,3
1609487933,1609482931,10
1611995574,1609483652,10
1613124222,1609483652,20
1609879083,1609483800,3
1610348046,1609483800,10
1610382492,1609483800,1
1610382551,1609483800,1
1609878630,1609483800,5
1609878832,1609483800,3
1610347807,1609483800,3
1610382614,1609483800,1
1612402891,1609483800,5
1612403045,1609483800,5
1609878513,1609483800,10
1609878583,1609483800,10
1610382582,1609483800,1
1614963656,1609483800,1
1612402963,1609483800,5
1611276315,1609483800,10
1611276372,1609483800,5
1614963606,1609483800,3
1609659340,1609484110,3
1611875061,1611697917,3
1611874997,1611697917,5
1609552373,1609485001,10
1609648875,1609485001,3
1609632078,1609485001,3
1609485722,1609485128,3
1609485641,1609485128,10
1612675901,1611698511,1
1612641545,1611698511,1
1609486404,1609485258,5
1609495129,1609485258,3
1610359118,1609485258,5
1609486268,1609485258,5
1609487520,1609485258,10
1609496251,1609485258,1
1609918951,1609485258,3
1610359092,1609485258,20
1609486434,1609485258,5
1609497623,1609485258,3
1610359334,1609485258,5
1611699718,1611699093,100
1611699722,1611699093,100
1611699773,1611699093,100
1611700332,1611699093,10
1611700336,1611699093,10
1612580780,1611699094,3
1612580844,1611699094,1
1611778915,1611699139,10
1611761945,1611699750,1
1611797923,1611699977,3
1609540752,1609485984,5
1609641739,1609486443,3
1613189675,1609486602,3
1611578020,1609486695,5
1609494363,1609486796,1
1609504965,1609486796,5
1609487956,1609486796,1
1610214674,1609487083,3
1612200635,1611702057,5
1609488624,1609487303,1
1611965825,1611703334,3
1611703571,1611703569,20
1611703571,1611703569,20
1611703942,1611703569,20
1611705944,1611703569,20
1611705946,1611703569,20
1611706099,1611703569,20
1611704224,1611703569,20
1611704434,1611703569,20
1611705343,1611703569,20
1611706095,1611703569,20
1611704226,1611703569,20
1611704438,1611703569,20
1611706099,1611703569,20
1612181463,1611703717,3
1612181642,1611703717,5
1609558573,1609488488,1
1609542618,1609488627,1
1609542575,1609488627,3
1614985986,1611704745,20
1613172116,1611704745,3
1609493545,1609489329,10
1609499094,1609489329,10
1609587348,1609489329,20
1609587535,1609489329,10
1609641857,1609489329,20
1609665701,1609489329,20
1609510101,1609489329,10
1609587154,1609489329,3
1609760785,1609489329,10
1609493026,1609490103,3
1609493052,1609490103,1
1609860953,1609490103,1
1609846861,1609490103,3
1609860929,1609490103,5
1609619621,1609490167,3
1610137430,1609490161,3
1611958959,1611707468,3
1609506178,1609490503,3
1609491639,1609490503,5
1610623164,1609491816,3
1610624778,1609491816,3
1611802367,1611710891,1
1615015778,1609492307,5
1611795143,1611711922,3
1611811350,1611711922,5
1611795074,1611711922,5
1611795250,1611711922,10
1611809469,1611711922,3
1611809738,1611711922,3
1612312869,1611711922,10
1611809604,1611711922,3
1611809842,1611711922,5
1611885036,1611711922,3
1612316873,1611711922,5
1612082049,1611712736,5
1612046454,1611713146,5
1612046591,1611713146,3
1609812568,1609493689,1
1609812505,1609493689,1
1609495689,1609494156,3
1609495562,1609494156,20
1615350571,1611714679,3
1613882408,1611715159,3
1609665917,1609495034,3
1611932277,1609495034,5
1611932196,1609495034,1
1611997243,1609495034,1
1609949781,1609495034,5
1611507818,1609495034,3
1611997177,1609495034,3
1611997291,1609495034,1
1612202022,1609495291,10
1612202052,1609495291,3
1611990386,1611717206,5
1611990813,1611717206,1
1611990845,1611717206,1
1611784416,1611717557,3
1609529795,1609495908,3
1609497313,1609496057,1
1609497394,1609496057,1
1609497976,1609496057,1
1609656091,1609496057,3
1609497958,1609496057,3
1609656581,1609496057,3
1609498362,1609496057,1
1609656290,1609496057,1
1609656607,1609496057,1
1609678156,1609496096,3
1609678132,1609496096,3
1609934116,1609496116,3
1609763843,1609496444,5
1616233192,1609496808,3
1615831949,1611719406,5
1616216815,1611719406,5
1612053426,1611719705,3
1612054272,1611719705,3
1610176667,1609497134,10
1610176668,1609497134,10
1610177035,1609497134,3
1610657378,1609497339,1
1609524525,1609498012,3
1609498468,1609498012,1
1609505684,1609498072,1
1613187803,1609498513,3
1610162295,1609498733,1
1615597663,1611724120,3
1615597860,1611724120,3
1615597933,1611724120,1
1609567782,1609499121,5
1609567820,1609499121,3
1611726390,1611724481,100
1611727519,1611724481,100
1611727939,1611724481,100
1611727946,1611724481,100
1611727511,1611724481,100
1611726397,1611724481,100
1611727081,1611724481,100
1611727087,1611724481,100
1611727449,1611724481,100
1610968845,1609499830,1
1610188082,1609500017,3
1613043268,1611727404,3
1618703140,1611727574,5
1610395481,1609500918,5
1610395593,1609500918,10
1610395892,1609500918,3
1610395637,1609500918,3
1610399480,1609500918,1
1610204785,1609501474,10
1609773480,1609501720,3
1610031444,1609501720,10
1610212627,1609501720,5
1613800608,1609501720,5
1613836946,1609501720,10
1613987279,1609501720,3
1613917191,1609501720,5
1612874712,1611730113,5
1613007618,1611730113,5
1612874655,1611730113,5
1612874626,1611730113,3
1613007588,1611730113,5
1613105803,1611730113,10
1609582468,1609502030,3
1610170596,1609502136,3
1610171496,1609502136,5
1609648784,1609502197,3
1610499461,1609502197,5
1609648670,1609502197,3
1609648737,1609502197,10
1609650500,1609502197,1
1610097677,1609502197,10
1609648574,1609502197,5
1609933808,1609502197,3
1609933868,1609502197,3
1610499494,1609502197,3
1610501584,1609502197,5
1610501687,1609502197,1
1611823578,1611731306,10
1611870039,1611731306,3
1611892671,1611731306,3
1611788023,1611731306,3
1611799506,1611731306,3
1611802885,1611731306,5
1609570848,1609503139,10
1609644844,1609503139,1
1609570791,1609503139,5
1609571008,1609503139,3
1609577865,1609503139,3
1609690235,1609503139,1
1612183488,1611732758,3
1612260938,1611732758,3
1609566450,1609503269,20
1609566812,1609503269,3
1609566681,1609503269,10
1609566786,1609503269,5
1616934194,1609503341,1
1613712506,1611733690,1
1613712583,1611733690,1
1613712553,1611733690,1
1609506370,1609503780,10
1609508468,1609503780,3
1609508669,1609503780,3
1609505142,1609503780,5
1609780658,1609504194,5
1609780948,1609504194,3
1609792694,1609504499,3
1609799702,1609504499,10
1612689382,1609504513,20
1610824768,1609504674,1
1613214021,1609504852,5
1616255209,1609504852,1
1613832136,1609504852,5
1616252772,1609504852,1
1611737548,1611736729,10
1611738376,1611736729,5
1611739434,1611736729,3
1611739523,1611736729,20
1611740078,1611736729,10
1612651517,1611736729,5
1612901205,1611736729,10
1612528224,1611736729,3
1612366058,1611736729,3
1612528725,1611736729,1
1612535748,1611736729,3
1612614134,1611736729,10
1612903505,1611736729,10
1612965235,1611736729,10
1612013272,1611737600,3
1612425040,1611737641,3
1612113897,1611738016,1
1612113831,1611738016,3
1612113869,1611738016,1
1614232866,1609506232,5
1614307239,1609506232,3
1611742067,1611739682,100
1611940345,1611739797,5
1609506660,1609506511,1
1610876737,1609506511,5
1609510154,1609506634,5
1612620287,1611740155,1
1612265378,1611740155,3
1611746183,1611740155,5
1613049243,1611740155,5
1614548555,1611740155,5
1614586703,1611740155,5
1612065777,1611740713,3
1617352637,1611741154,3
1610632715,1609507469,10
1610632616,1609507469,3
1609629357,1609507929,5
1610798676,1609507973,10
1611924591,1609507973,3
1611924639,1609507973,3
1609740314,1609507989,5
1609766822,1609507989,3
1610096887,1609507989,3
1611946615,1611743113,5
1612291053,1611743113,1
1613141079,1611743113,10
1609604814,1609508294,5
1609605688,1609508294,3
1609759638,1609508294,10
1611784757,1611743495,1
1612012539,1611744037,5
1612015008,1611744037,3
1612015037,1611744037,1
1615381405,1611744076,5
1615466165,1611744076,1
1615564996,1611744076,10
1616428234,1611744076,3
1616428325,1611744076,1
1615381511,1611744076,10
1615466125,1611744076,3
1616257070,1611744076,1
1616428136,1611744076,5
1619200143,1611744076,3
1615381456,1611744076,10
1615563537,1611744076,3
1619200255,1611744076,1
1609510282,1609508803,1
1609570748,1609509356,3
1611747607,1611745868,20
1611751845,1611745868,3
1611823878,1611745868,10
1611831748,1611745868,10
1611838915,1611745868,20
1611746808,1611745868,5
1611838810,1611745868,5
1611874988,1611745868,10
1609514765,1609509817,1
1609514652,1609509817,3
1616734657,1611746784,1
1614740555,1611746784,3
1615436726,1611746784,1
1618719868,1611746784,3
1609600917,1609510380,3
1609593379,1609510380,3
1609931137,1609510447,3
1609777792,1609510493,1
1609513156,1609510653,5
1609608172,1609510653,20
1610048625,1609510653,1
1609513049,1609510653,1
1609592893,1609510653,10
1609593457,1609510653,10
1609679068,1609510653,20
1611913887,1611747610,3
1611913899,1611747610,3
1609520276,1609511299,3
1609533590,1609511299,3
1609531598,1609511936,5
1609879191,1609512008,5
1609879301,1609512008,3
1610038570,1609512518,1
1609698702,1609512866,5
1609609016,1609512866,5
1609671924,1609512866,3
1609840243,1609512866,3
1611752162,1611751195,1
1609746637,1609513326,3
1609750810,1609513326,10
1609747109,1609513326,5
1609746919,1609513326,3
1612028173,1611752463,3
1612715139,1611752463,5
1615137879,1611752463,5
1613140943,1609513888,3
1615243139,1609513888,3
1611239708,1609513888,5
1609596364,1609513986,3
1609694726,1609513986,10
1609596242,1609513986,3
1612206767,1611753583,10
1610438180,1609514322,3
1610529466,1609514322,3
1610438009,1609514322,1
1610525246,1609514322,3
1609698748,1609514457,3
1609515879,1609514457,5
1609516020,1609514457,3
1609583203,1609514389,3
1609515522,1609514445,1
1609629411,1609514692,3
1609574602,1609514692,5
1615057182,1609514887,5
1613999182,1609514887,5
1615314410,1609514887,5
1616258407,1609514887,5
1609516012,1609515551,1
1610300275,1609515511,1
1610113671,1609516341,5
1610113608,1609516341,3
1610632623,1609516341,3
1610632652,1609516341,1
1610885484,1609516341,10
1609585835,1609516489,5
1609585880,1609516489,20
1613940353,1611758029,1
1609524088,1609517410,5
1609518549,1609517410,5
1610123534,1609517410,3
1611898962,1611758537,10
1611892086,1611758537,5
1612044575,1611758537,3
1612044790,1611758537,3
1612810909,1611758537,5
1612811805,1611758537,1
1612811047,1611758537,5
1611759208,1611758664,1
1611759292,1611758664,1
1611759321,1611758664,1
1611759978,1611758664,5
1612183759,1611759148,1
1612183735,1611759148,1
1612094385,1611759148,3
1614345522,1611759148,5
1612032400,1611759556,5
1612113064,1611759556,3
1612827098,1611759664,3
1612492286,1611759664,5
1609596728,1609518606,3
1609519657,1609518606,5
1609524886,1609518606,3
1611370838,1609518711,1
1611370946,1609518711,1
1610064817,1609518795,3
1615648648,1611763105,20
1609837204,1609520189,3
1609838143,1609520189,5
1609841371,1609520189,3
1609838646,1609520189,10
1614009335,1611763408,3
1611916157,1611764038,3
1611918393,1611764038,3
1611919208,1611764038,5
1611919538,1611764038,1
1611816435,1611764038,20
1611916360,1611764038,10
1611916344,1611764038,5
1613210709,1611764068,3
1613230754,1611764068,3
1613922162,1611764068,10
1617013883,1611764068,5
1609521662,1609520764,5
1609838105,1609521120,5
1612462775,1611766196,3
1619048868,1611766416,5
1619048895,1611766416,3
1610703018,1609522312,3
1610702852,1609522312,10
1609529057,1609522489,3
1612675957,1611766887,3
1609839849,1609522699,3
1609849168,1609522699,3
1613232642,1609522810,5
1616422766,1609522810,3
1612859588,1609522810,3
1613321702,1609522810,10
1613321729,1609522810,3
1613324436,1609522810,10
1616796321,1609522810,3
1616829403,1609522810,1
1617298184,1609522810,1
1616660168,1609522810,10
1616660410,1609522810,3
1616660452,1609522810,5
1616795893,1609522810,1
1617214133,1609522810,3
1616422739,1609522810,5
1616660368,1609522810,5
